RA	DEC	MAG	DIST	B-V
25.70577455	-25.89001545	11.74	34.31	1.464
25.73029947	-42.20310863	11.28	34.07	1.381
25.79679313	-58.00966878	9.27	41.15	0.874
25.80892640	-21.61563186	10.37	45.23	1.158
25.80956779	-21.61974631	8.37	32.70	0.853
25.81504023	27.84218426	10.47	20.79	1.460
25.83510906	4.32351508	10.96	11.25	1.525
25.91248793	28.05599931	10.73	49.43	1.035
25.91754583	28.05270629	11.68	29.69	1.626
25.92186046	63.82481469	8.52	13.43	1.202
25.93731432	9.56877399	8.66	47.17	0.820
26.02136441	-15.93955597	3.63	3.65	0.727
26.05886914	54.88648394	7.40	44.68	0.601
26.12028211	-33.84248655	8.88	47.42	0.685
26.23271918	20.08340568	6.42	32.56	0.720
26.32451293	46.53498099	11.60	24.73	1.330
26.33797420	-39.95599951	11.48	32.18	1.412
26.41106016	-25.05243403	5.38	27.43	0.395
26.46097620	-11.32948955	10.26	40.83	1.104
26.47184770	-80.30067621	9.60	33.38	1.126
26.50414338	-27.34872151	6.47	43.18	0.366
26.66124423	12.41195514	9.04	23.06	1.044
26.91014516	-26.74935383	9.12	38.77	0.795
26.93002703	-12.77105908	9.86	32.49	1.144
26.93360110	63.85310111	5.77	9.98	0.804
27.01565093	21.20726838	12.19	20.73	1.695
27.08442078	-41.49543661	7.26	45.13	0.637
27.17366149	32.68948705	5.91	27.29	0.572
27.24349162	-32.34456510	11.14	31.92	1.312
27.34762392	-10.70331596	6.86	23.00	0.654
27.36136196	17.78356119	11.31	48.71	0.000
27.39662961	-10.68618074	4.74	23.61	0.333
27.39800556	-46.76892974	8.07	48.88	0.664
27.45359409	-38.40348295	6.48	27.11	0.523
27.48463519	76.99221841	8.22	39.71	0.856
27.53293290	29.46472971	8.20	26.79	0.758
27.56381549	-6.70418331	7.20	42.99	0.569
27.68812703	55.91905163	9.11	49.29	0.780
27.71672491	11.04344590	6.00	42.63	0.302
27.73786884	51.93369809	6.06	44.60	0.419
27.83399013	-38.00998842	11.54	45.52	1.343
27.87974212	-7.73989355	8.75	43.80	0.644
27.94141838	-54.96581372	11.58	49.68	1.388
27.95145439	-10.80215939	11.87	17.75	1.475
27.99004932	-81.01945276	9.09	30.88	0.888
28.01232553	47.00155059	12.55	15.85	0.170
28.06478211	44.90512047	9.74	39.08	0.958
28.15079134	36.34297885	10.21	48.88	1.095
28.20266288	-22.43485464	8.97	11.09	1.424
28.21350698	4.83276439	11.60	47.60	1.315
28.27041595	29.57939727	3.52	19.66	0.488
28.27628223	-1.32609412	7.55	37.65	0.635
28.36592629	73.96371147	10.48	43.37	1.131
28.38099868	-21.25212502	9.46	41.46	0.988
28.49080201	10.61472078	6.87	41.72	0.468
28.50852660	59.54916966	9.84	37.64	1.040
28.52575237	66.17653388	8.62	22.14	1.010
28.59170233	-15.72364391	9.29	36.97	0.887
28.65978771	20.80829949	2.70	18.27	0.165
28.80776754	7.14640678	12.60	43.61	1.340
28.84174994	2.95681803	9.52	43.16	0.940
28.90616507	2.88357344	12.13	36.01	1.453
28.94360840	-60.86113745	6.15	46.51	0.356
28.95413022	-52.84090003	10.00	38.83	1.119
28.95937790	-78.34867741	6.25	41.32	0.448
28.97391411	1.84951901	6.14	38.90	0.549
28.98680207	-51.60958673	3.85	17.49	0.844
29.13320582	-60.22710031	8.74	19.70	1.143
29.16018885	43.91300620	9.77	45.35	0.920
29.18260755	29.81073081	11.57	49.95	1.686
29.19715132	23.05117755	7.99	33.33	0.711
29.24856719	-51.76685008	6.20	26.34	0.487
29.29093654	-10.24183649	6.57	33.98	0.817
29.41631173	-5.23293301	9.34	40.34	0.953
29.45380158	-21.90136168	8.21	42.35	0.651
29.48075757	40.76081521	6.98	44.15	0.499
29.48239763	23.59609610	4.86	40.83	0.290
29.51920667	41.38598203	7.71	31.27	0.661
29.57712919	-65.21856738	10.62	29.35	1.531
29.69113269	-61.56992444	2.93	21.86	0.290
29.77693064	33.21053783	7.29	24.55	0.773
29.80095354	3.51918598	10.95	29.82	1.470
29.84648007	58.52160775	12.22	12.02	1.540
30.02211788	-13.54606215	8.12	43.86	0.660
30.03760293	3.09763527	6.01	31.08	0.610
30.13244282	-40.73020092	7.51	35.04	0.653
30.19699971	-45.84226500	10.75	39.68	1.173
30.19770613	-80.53236809	9.07	41.12	0.797
30.20258820	-12.87526774	8.90	42.02	0.746
30.23639524	-78.87016760	6.96	45.75	0.576
30.44929308	13.02450453	10.27	40.27	1.190
30.46832359	7.86448845	7.17	46.66	0.510
30.48979079	70.90704605	4.55	35.83	0.164
30.51166929	2.76376048	3.83	42.64	0.024
30.51404598	3.94109509	10.63	39.81	1.246
30.61128896	2.81587955	8.31	47.08	0.649
30.68711919	-40.95072149	9.17	31.46	1.020
30.71160752	5.70754051	12.36	27.65	1.441
30.75664962	3.35828084	7.01	48.47	0.664
30.78923278	48.62050240	7.82	47.08	0.644
30.85912643	72.42123962	3.96	49.70	-0.002
30.86752408	9.88686394	11.98	42.59	1.376
30.87574581	-4.91103188	11.21	28.66	1.427
30.88668271	12.58484575	11.62	46.08	1.340
30.94046614	-40.46919597	8.82	45.13	0.722
30.97907630	-45.41303242	7.42	49.16	0.694
31.06948079	60.24447153	7.48	45.13	0.555
31.14315629	25.41473128	7.57	37.16	0.710
31.14600838	-54.88162897	6.54	47.24	0.386
31.16869560	-16.28762846	8.78	30.94	0.566
31.22264798	11.40503519	8.93	49.14	0.734
31.23284511	-79.53800785	12.99	36.23	0.000
31.24714248	-15.67799402	7.93	25.54	0.832
31.26683543	-17.61420901	10.24	9.44	1.514
31.27938922	77.28145654	5.35	33.56	0.345
31.32971130	0.32290725	8.82	47.96	0.684
31.34762968	-28.07075687	10.97	22.54	1.400
31.35281718	-9.79187862	9.70	32.71	1.021
31.37576685	5.69724088	12.11	38.15	1.428
31.38195979	12.16887073	10.17	47.87	1.000
31.40506005	-24.37934951	9.09	46.23	0.795
31.42185328	-24.37590050	8.70	44.82	0.885
31.45378802	-30.17689282	12.22	9.47	1.719
31.45587015	30.78410257	9.94	28.75	1.170
31.62599843	24.33435081	7.03	23.18	0.662
31.79285757	23.46277743	2.17	20.21	1.151
31.85840805	-59.67938421	7.62	44.96	0.544
31.89341053	-0.61658189	7.01	36.98	0.624
31.92578024	7.95885727	11.37	44.56	1.271
32.09894193	28.30577171	10.59	39.09	0.710
32.16594506	-0.35965586	11.04	40.87	1.248
32.28206230	71.55258863	6.69	27.34	0.551
32.29411376	-16.33978445	10.98	29.90	1.386
32.34594705	17.22464882	6.51	39.26	0.471
32.38550383	34.98739204	3.06	38.11	0.140
32.39926138	-14.35821908	11.83	19.86	1.517
32.53279991	-31.06944230	9.05	44.90	0.880
32.60000721	-50.82531507	6.26	10.91	0.812
32.71671610	13.68345373	7.77	49.00	0.704
32.75971117	-35.67024597	10.08	20.74	1.430
32.83817716	8.57008262	5.76	42.52	0.569
32.84573402	21.37737657	7.46	32.51	0.677
32.99193898	4.36179382	9.84	48.66	1.040
33.06387454	23.95859535	7.85	32.27	1.133
33.07542121	21.98282126	8.60	33.88	0.781
33.08627004	-46.81622226	8.03	43.44	0.667
33.09173956	3.58012318	10.11	10.39	1.431
33.17929969	-53.74396658	8.51	28.60	0.870
33.19717997	-2.39345960	5.77	46.06	0.546
33.19993262	21.21098318	5.33	30.13	0.457
33.21128830	-17.68721593	11.20	25.47	1.455
33.22900055	40.66860420	7.33	26.23	0.672
33.23239165	57.20502258	7.13	41.02	0.651
33.28120925	58.07996584	11.59	42.94	0.000
33.29601134	46.28085420	10.40	33.66	1.192
33.29970594	-21.19658781	9.95	23.26	1.346
33.30537928	40.50782151	7.50	25.58	0.700
33.40641338	-35.20574863	11.88	32.99	1.456
33.43930313	-33.40593805	11.01	49.38	1.097
33.47126642	-32.03994906	10.36	12.38	1.479
33.51053606	47.48438729	6.14	41.55	0.406
33.55657244	-3.63467442	8.69	22.87	1.055
33.57625544	-49.86224232	9.84	32.68	1.278
33.81735061	-23.28140736	8.21	43.37	0.737
33.84048981	7.49518726	12.00	29.36	1.470
33.85049328	24.27176457	6.94	26.41	0.690
33.86312275	27.35759790	8.26	37.19	0.705
33.91876882	67.67781871	10.71	23.55	0.461
33.92378706	-9.01314313	9.26	46.04	0.880
33.92400175	67.67305655	7.28	23.55	0.920
33.92847664	25.04325530	5.69	48.15	0.520
33.94139916	25.78309877	5.89	40.11	0.439
33.94236630	-18.23787400	8.08	22.24	1.033
33.97279846	6.62646403	9.12	37.92	1.088
33.98098125	46.45767086	11.32	47.21	1.290
34.00696333	-36.47150914	7.61	47.98	0.534
34.06545280	-9.82115255	7.04	46.45	0.623
34.11498914	12.38029867	8.14	34.07	0.790
34.12708452	-51.51211145	3.52	47.48	-0.120
34.16971499	-30.98900065	12.01	14.25	1.583
34.19708067	43.77344263	7.74	45.52	0.642
34.20702084	64.95338087	8.44	38.73	0.674
34.26007346	34.22482985	4.98	10.85	0.607
34.32848216	33.84732099	4.02	36.06	0.019
34.35283364	28.74195200	7.85	34.01	0.622
34.35512322	28.74521994	7.10	39.42	0.518
34.35718753	65.26213086	7.73	44.35	0.574
34.39039667	-53.98996844	11.50	24.75	1.446
34.48535952	-35.61750142	11.72	27.59	1.520
34.50510951	1.75689975	5.72	24.98	0.588
34.55847659	-36.33677299	10.11	42.52	0.990
34.67804393	81.78702923	10.13	43.37	0.897
34.72704787	35.21831866	11.93	45.05	1.494
34.74435827	-25.94676773	6.47	12.68	0.724
34.78638569	19.68801228	6.94	33.62	0.566
34.78776199	-36.77942028	11.60	13.97	1.510
34.81667058	-0.77976108	8.63	39.20	0.740
34.88992295	-67.69771784	8.26	38.46	0.678
34.94977290	-35.44558606	8.37	35.77	0.907
34.98709417	-74.56516789	10.63	35.97	1.138
35.17819775	-39.03366485	8.81	25.45	1.031
35.22423353	-64.21034241	11.06	38.68	0.000
35.30254204	53.56094337	10.46	28.66	1.322
35.34841642	-30.93390739	8.96	30.77	0.918
35.40708321	-34.83702058	9.57	42.14	0.905
35.43434853	-6.87965555	9.19	26.78	1.079
35.43759585	-68.65942390	4.10	41.49	0.034
35.49651707	-29.35166467	8.03	44.98	0.644
35.50360859	4.74656417	8.40	39.64	0.720
35.50600237	-10.77733458	5.52	29.87	0.364
35.56023207	47.87992925	9.48	11.91	1.466
35.62945843	-53.09449825	10.80	48.43	1.156
35.63508730	-23.81631542	5.32	21.93	0.608
35.67285683	18.41044053	8.97	33.89	0.906
35.70984185	41.39653472	5.88	47.26	0.289
35.74880964	71.17732665	9.09	37.15	0.882
35.81079265	-29.86908576	7.09	40.80	0.566
35.86076706	22.73548451	11.23	30.71	0.000
36.00113318	4.87176050	10.50	37.47	1.202
36.14044388	-40.84072432	6.31	31.20	0.653
36.22497693	-60.31162902	5.45	49.02	0.395
36.30026372	49.79405218	11.31	42.52	1.586
36.41694295	28.76635752	9.19	35.59	0.963
36.43609210	-21.30924000	9.67	33.82	0.445
36.43725514	-21.31335954	9.59	38.39	0.511
36.50644941	5.77943598	8.08	27.89	0.807
36.53961438	34.46957654	8.15	43.12	0.741
36.56161717	-69.48075361	9.92	45.85	0.955
36.56418995	-23.88763931	8.80	47.82	0.704
36.56747573	6.29267404	6.88	44.78	0.399
36.84818295	10.19881767	6.55	36.36	0.450
36.86843798	-27.63469292	9.24	41.43	0.879
36.87166751	30.97367408	10.24	42.27	1.205
36.87524010	-30.90970391	10.96	20.83	1.449
36.88880173	7.71252788	10.02	34.33	0.952
36.94087890	4.43156925	8.78	16.61	1.397
37.00704179	-33.81105246	5.16	46.84	0.089
37.00735204	-75.37000877	10.26	45.23	1.065
37.04162643	29.66953828	5.37	47.60	0.311
37.09552941	1.48176720	8.70	45.87	0.697
37.19241883	32.25925538	9.68	25.83	1.330
37.20224439	29.93158402	6.02	30.79	0.591
37.22783627	12.08895859	12.05	26.63	1.500
37.25546592	-19.97961837	8.90	18.90	1.120
37.26661741	67.40238385	4.51	43.40	0.153
37.56909300	5.26414062	12.85	24.30	-0.056
37.76274694	8.38220250	11.01	35.47	1.340
37.85031895	22.08732063	8.17	41.84	0.666
37.87785219	-20.02828076	10.33	34.39	1.253
37.92715509	-15.27316563	8.82	26.11	0.935
38.02198846	-15.24431990	4.84	25.82	0.454
38.09624982	3.38259131	11.84	46.06	1.357
38.22562452	15.03446457	6.12	28.70	0.572
38.24439125	-72.68790873	8.94	22.57	1.045
38.26845641	7.82862873	12.08	36.22	1.500
38.27243708	-10.35155680	9.92	45.37	0.990
38.30575034	-51.93865900	8.52	39.81	0.815
38.41746375	77.66698829	7.81	37.09	0.695
38.47224530	49.50623720	7.90	47.62	0.628
38.51471313	12.18094738	7.63	43.08	0.666
38.54307752	42.78572679	7.73	30.65	0.677
38.54815243	-33.11721293	7.69	41.07	0.534
38.59383064	-43.79563863	8.85	11.51	1.390
38.64469159	5.44770594	9.96	40.32	0.906
38.65352553	-42.17171860	10.12	49.85	0.985
38.68313181	-18.78893894	11.15	42.77	1.268
38.83341680	-3.55953966	6.96	35.91	0.670
38.89554163	-4.76676485	10.30	37.22	1.094
38.89766253	61.10640880	8.56	49.31	0.696
38.94820330	6.60427191	10.66	48.54	1.075
38.97146537	20.22022530	10.70	13.97	1.470
39.00301108	-23.52135802	8.48	21.26	1.069
39.00305347	-27.17795724	9.61	31.16	1.060
39.01596864	6.88336423	5.95	7.21	0.918
39.03285379	-28.21870551	8.52	39.35	0.770
39.12873657	17.71848889	12.48	41.39	0.800
39.13553275	-34.60783053	12.02	29.70	1.407
39.15728620	12.44784628	5.75	35.21	0.516
39.16020383	12.20820770	11.81	46.38	1.350
39.16223903	-46.90569323	11.13	38.79	1.330
39.17322260	-3.15627771	8.26	24.34	0.944
39.24018291	24.64809351	7.20	39.43	0.410
39.24425358	-34.57734519	5.91	25.54	0.653
39.25181558	24.64725663	6.59	40.13	0.510
39.35110362	-52.54308845	5.37	44.46	0.289
39.46958019	-58.75358168	12.50	14.88	0.000
39.57748196	-30.19388274	5.94	35.73	0.476
39.61747275	30.81756750	7.48	35.86	0.583
39.75497757	-58.18722018	9.59	16.53	1.396
39.89054885	-11.87158159	4.93	27.03	0.447
39.89676530	-68.26694760	4.09	47.01	-0.061
39.94819506	-33.89908714	8.44	40.05	0.708
39.94966387	-42.89163328	4.76	39.76	0.061
39.98565759	-38.46746608	11.33	33.64	1.404
40.01309801	-61.35379692	9.57	40.10	1.027
40.05209879	-9.45268375	5.90	21.54	0.524
40.06526184	6.11195277	6.34	39.62	0.397
40.16491631	-54.54992422	5.31	48.80	0.411
40.16638213	-39.85530905	4.28	44.60	1.006
40.17794724	1.19811427	9.64	22.30	1.185
40.24413229	39.07971204	9.24	49.78	0.924
40.26025639	65.64412345	8.74	49.46	0.838
40.27612492	-51.44119114	8.68	46.71	0.637
40.30779517	-0.69534847	5.84	21.63	0.511
40.35767390	5.98858085	10.41	40.54	1.460
40.39221887	-14.54941172	6.07	49.29	0.429
40.53514682	-46.52421200	6.25	40.87	0.876
40.56220350	40.19438688	5.02	24.68	0.582
40.57821729	-2.35188843	9.14	37.30	0.967
40.58703320	38.62280619	10.55	44.90	0.879
40.60596880	18.24479241	12.12	35.24	0.000
40.63816025	-50.80082665	5.52	17.24	0.561
40.73681882	48.96386067	9.99	34.94	0.956
40.74452403	58.19779503	8.42	45.23	0.618
40.82551897	3.23617162	3.50	25.14	0.093
40.83604659	19.42928193	8.36	18.56	1.074
40.85628572	-37.92830354	8.18	40.37	0.745
40.89230348	-46.45356745	9.19	27.44	1.040
40.89793044	-62.91910911	7.56	48.33	0.588
40.97021936	-8.82753956	12.03	23.70	1.460
41.00359859	-6.00937192	7.18	43.99	0.534
41.01764159	-52.16986926	10.78	47.33	1.024
41.04869991	49.22866639	4.21	11.23	0.514
41.06045270	-25.49551901	7.09	42.02	0.634
41.06229453	25.52424901	10.59	7.55	1.530
41.08882575	10.96154942	11.24	33.58	1.400
41.12074309	-24.41502518	8.53	44.09	0.772
41.23488901	10.11421979	4.34	25.83	0.311
41.23961417	12.44596709	5.24	38.24	0.234
41.25469579	-22.16629673	7.25	39.92	0.517
41.27492276	-18.57265077	4.57	13.97	0.481
41.31971185	5.56099637	10.73	35.15	1.095
41.41391698	44.94906212	10.92	23.48	0.000
41.56271915	25.65026311	8.03	25.67	0.840
41.57133117	11.77575063	8.71	15.92	1.269
41.67791744	-23.08695475	10.35	23.80	1.389
41.68773623	-21.63956244	6.57	45.09	0.387
41.76501143	35.55481358	6.35	47.08	0.385
41.79641948	-22.48565414	6.56	38.20	0.398
41.86395248	19.37221052	7.06	32.62	0.680
41.98326175	28.71224846	11.21	27.43	1.462
42.02737616	-11.76263184	10.90	31.34	1.417
42.03737461	27.06894254	7.70	22.37	0.820
42.18007600	0.03431650	11.77	33.70	1.460
42.18157204	31.11561362	7.08	43.99	0.956
42.33382090	53.02355123	8.43	28.40	0.845
42.35651859	7.86646824	12.15	48.76	1.443
42.39663836	75.02403150	9.89	38.49	1.169
42.49578911	27.26079044	3.58	48.90	-0.100
42.54102469	-53.14019279	10.77	13.08	1.510
42.64547584	38.31890838	4.31	39.15	0.343
42.65286081	15.71087586	9.02	22.42	1.194
42.76749511	30.28682012	7.68	47.13	0.584
42.92886981	10.64534718	10.09	27.61	1.190
42.93514174	-8.26929762	9.95	30.29	1.216
42.96545361	-50.41326397	10.60	44.64	1.197
42.96997744	-61.61826140	9.00	42.81	0.851
42.98401010	-30.81477504	6.49	32.07	0.484
43.02680569	34.39175902	9.71	14.25	1.315
43.08077811	-33.45065753	8.24	26.01	0.827
43.08699952	-63.68135287	11.43	11.51	1.549
43.09408668	63.41006580	6.90	30.34	0.574
43.10425820	26.97554256	11.16	26.49	1.260
43.13287752	-12.76925369	6.19	10.38	0.862
43.16624567	5.71800653	10.46	43.78	1.034
43.17222328	3.28057994	12.20	39.23	1.456
43.31983089	78.67066525	8.31	48.36	0.686
43.32647055	60.85347536	9.29	36.22	1.057
43.49705810	-49.36170639	8.80	48.64	0.672
43.51005944	-35.90426384	8.37	29.56	0.933
43.76377357	61.91048512	8.89	49.83	0.717
43.78824394	-7.99589450	8.47	34.32	0.735
43.82200779	16.30930363	7.55	26.11	0.749
43.84582721	-25.22454236	11.46	28.38	1.400
43.91202372	26.87368205	7.60	22.88	0.953
43.92113476	28.13023272	11.16	36.27	1.399
43.98642959	61.52106281	5.69	26.47	0.445
44.05015070	13.91318803	9.17	43.40	0.810
44.05720205	8.38177807	6.08	44.52	0.478
44.05814797	-11.84703869	10.35	46.84	1.062
44.10668245	-8.89760976	4.06	40.83	1.088
44.10825985	18.02365076	5.69	35.41	0.471
44.14032913	55.43835437	11.22	32.32	1.405
44.14345641	55.44266223	11.09	32.32	1.384
44.15744552	-22.31031955	8.71	40.62	0.781
44.25278648	10.16222460	8.03	38.97	0.604
44.26245332	-56.19221021	9.14	37.30	0.876
44.30490789	-24.97504103	7.95	25.73	0.960
44.31121634	-24.96941710	7.47	22.48	0.863
44.31208922	1.88757198	7.69	49.70	0.577
44.34875521	-23.86207670	5.51	48.69	0.238
44.36792795	52.47761573	9.43	40.31	0.809
44.38803310	-26.26828705	10.44	34.21	1.233
44.44394488	29.66157319	9.06	38.80	0.855
44.52114653	20.66881016	5.89	31.84	0.415
44.53787594	-36.57229772	10.65	39.40	1.121
44.56548180	-40.30473491	2.94	49.46	0.128
44.67612092	35.56095677	9.61	39.59	1.050
44.70419381	-54.80446583	10.41	34.28	1.364
44.71850136	26.77377289	8.35	28.57	0.871
44.74595074	-43.74792350	7.51	38.94	0.590
44.88488850	-64.24297301	10.76	45.64	0.970
44.90027293	-25.27433851	5.79	32.34	0.427
45.01091188	7.74970382	8.11	23.44	0.926
45.07068993	-9.03970372	9.09	42.68	0.902
45.08210459	-37.45455908	8.61	47.15	0.677
45.14869976	5.98644696	8.26	32.39	0.838
45.40604298	-28.09048221	6.02	30.36	0.794
45.46502827	-16.59263281	10.54	10.76	0.000
45.53845132	-6.49419402	6.32	32.46	0.598
45.57188858	41.39109877	9.51	28.65	0.788
45.59830468	-23.62433613	4.13	26.42	0.163
45.60780944	26.60964871	6.76	21.16	0.696
45.63592436	-15.27273494	8.59	48.64	0.860
45.65752681	-18.16672240	11.83	20.92	1.501
45.71755954	47.11069746	6.85	46.19	0.596
45.71925435	52.24988187	9.38	40.65	1.042
45.80701078	22.36973896	10.99	42.68	1.140
45.85281050	-82.84480525	10.91	35.57	0.000
45.86910309	23.06147114	7.18	33.76	0.624
45.87547130	28.26995604	6.45	49.98	0.306
45.88338236	-10.97480777	7.20	49.07	0.495
45.89802248	36.44211966	7.82	43.08	0.630
45.90236062	-25.59268724	11.12	38.77	1.433
45.90376552	-59.73761994	5.21	42.25	0.349
45.91151475	-5.66565632	8.22	35.30	0.677
45.96116153	6.13318019	7.04	31.50	0.552
46.03645457	61.70751562	6.78	22.86	0.634
46.06865515	-7.60089934	5.32	43.07	0.193
46.10465975	50.03202064	8.14	35.66	0.703
46.61045758	1.96742325	9.17	14.77	1.358
46.71514731	40.35978274	9.80	27.24	1.190
46.82741621	-13.76114966	7.11	31.49	0.645
46.90741456	-72.32186752	8.53	43.08	0.771
46.91345143	36.61815129	7.50	42.66	0.672
46.98322257	-28.21943517	10.30	19.09	0.000
46.99144229	-28.22097006	12.45	8.72	0.000
47.02695028	-24.75994464	10.34	31.15	1.326
47.03707395	-55.70529495	11.86	39.82	0.000
47.04220716	40.95565120	2.10	28.46	-0.003
47.09244910	-60.17287053	9.38	21.49	1.207
47.10218246	-24.17280917	11.17	21.82	0.000
47.10679318	57.01318092	6.77	31.65	0.637
47.10699186	-24.16718774	10.21	35.19	1.340
47.10718746	26.33296054	8.15	38.68	0.486
47.18443378	15.33530084	7.98	40.92	0.642
47.21791685	-24.88797952	7.43	30.18	0.678
47.26201363	49.61350009	4.18	10.53	0.595
47.26670225	76.04234642	9.89	21.32	1.321
47.36505135	-42.48151928	12.11	29.46	1.459
47.37345463	44.85788896	3.96	34.42	0.980
47.37980007	45.73367767	10.19	15.42	1.473
47.42597613	-9.57933346	8.63	40.16	0.810
47.49887372	15.37391985	9.20	46.95	0.825
47.51749664	12.99721937	11.23	48.85	1.010
47.56255166	12.05088225	9.50	27.06	1.150
47.56476606	5.91011097	11.88	17.38	1.500
47.58010545	-74.29777198	7.01	45.41	0.521
47.62898313	-68.60068834	11.44	10.15	0.025
47.80752876	22.41616905	8.63	49.41	0.710
47.81333881	-46.51858820	11.61	29.00	1.417
47.96881464	-39.02314429	7.17	41.75	0.561
47.98432711	74.39386878	4.86	49.63	0.035
47.98681273	61.52000029	10.18	36.86	1.360
48.01783332	-28.98910623	3.98	14.11	0.543
48.03976575	37.21784530	7.41	42.37	0.606
48.10699596	-44.41965395	6.04	43.80	0.440
48.12615771	43.86062966	7.69	41.34	0.604
48.16292866	71.55575001	7.77	48.66	0.629
48.19301506	-1.19593294	5.19	22.38	0.575
48.22690163	-47.15518725	7.40	37.54	0.584
48.26110500	32.89659875	8.29	42.14	0.732
48.28724386	50.44773811	10.05	34.06	1.064
48.40245464	7.70940603	11.95	40.29	1.440
48.43984363	36.14013794	8.70	37.62	0.790
48.51999411	18.30436667	8.26	40.78	0.624
48.55649230	-31.95575649	10.22	44.35	1.173
48.64259230	52.34925423	10.31	27.46	1.589
48.68534577	-26.44648673	9.27	18.36	1.235
48.69579281	8.98177593	7.97	22.24	0.861
48.77708474	-45.66516723	6.88	24.36	0.586
48.83874809	-70.29565804	10.40	49.88	0.942
48.95844499	-8.81984050	4.86	36.79	0.232
48.97234119	-14.79882531	7.98	46.86	0.614
48.98899185	-77.38860498	5.61	29.39	0.438
49.02375251	-5.85427297	10.35	48.36	0.936
49.05558125	58.16816990	10.36	13.46	1.430
49.10944237	38.10145522	10.78	32.65	1.188
49.14902114	-9.15474637	6.24	34.69	0.407
49.16926943	-3.53014978	7.59	49.95	0.534
49.23445158	31.03112823	9.54	41.02	0.900
49.31120866	-20.68544906	9.75	38.34	1.078
49.34476049	26.31514825	11.19	33.91	1.408
49.35953450	7.65582608	7.50	49.50	0.567
49.38616926	7.69017037	7.90	46.21	0.617
49.39536797	-27.69636365	11.67	29.74	1.463
49.41715145	31.12718548	6.52	27.13	0.574
49.43528798	-62.57689893	5.64	12.12	0.641
49.43638216	25.25264566	11.88	21.15	1.460
49.51412841	-50.21524176	10.75	44.03	1.243
49.51707787	-30.40248055	11.09	23.41	1.451
49.52978849	38.25345803	10.33	17.32	1.449
49.54640411	-62.50793537	5.35	12.08	0.600
49.56261220	9.24511119	12.04	40.75	1.341
49.57401162	-21.92548739	9.36	44.35	0.766
49.64631322	10.31257186	12.33	44.13	1.485
49.65908041	32.66603415	11.39	30.49	1.474
49.67113524	-18.55964006	5.82	36.59	0.381
49.68035741	75.99451745	9.82	41.24	1.037
49.74315380	-36.39265929	11.89	20.49	1.540
49.75727628	-2.84294728	7.18	24.68	0.655
49.83974536	3.36997055	4.98	9.16	0.681
49.86074412	38.01338299	10.68	33.83	1.769
49.91487149	33.60000952	9.82	46.36	0.834
49.97177014	-43.07154929	4.39	6.06	0.711
50.01129402	-28.78366881	8.61	35.89	0.820
50.01393863	-28.85391344	7.50	36.02	0.630
50.04935180	-52.03156278	8.59	33.74	0.785
50.12109014	8.45443742	9.74	29.26	1.130
50.17703444	-33.73033714	10.09	44.50	1.037
50.18823634	-26.60656152	6.52	48.57	0.542
50.23283963	66.91130637	10.02	47.21	1.002
